competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202212;3;35;353180;O;8411600;-1;231210;101;9;24;30,00;1;3;0;1;43;0;0;1;2979,00;2;0;1;202212;202301;1;0;1;19,86
202212;3;35;351380;F;4399103;1;715505;101;5;32;44,00;1;1;0;1;97;0;0;0;2280,00;2;0;1;202212;202301;1;0;5;2280,00
202212;2;23;230260;G;4771701;1;223405;101;9;24;20,00;3;1;0;1;97;0;0;0;2214,95;1;0;1;202212;202301;1;0;5;2214,95
202212;2;29;290850;C;2542000;1;911305;101;7;38;44,00;6;1;0;1;97;0;0;0;2280,00;1;0;1;202212;202301;1;0;5;2280,00
202212;5;52;520870;G;4772500;-1;521125;101;7;22;44,00;3;3;0;1;32;0;0;0;1300,00;4;0;1;202212;202301;1;0;5;1300,00
202212;3;35;352380;A;161099;1;623110;101;7;75;44,00;6;1;0;1;97;0;0;0;1560,00;1;0;1;202212;202301;1;0;2;52,00
202212;3;35;353180;O;8411600;-1;231315;101;9;31;33,00;3;3;0;1;43;0;0;0;4037,55;2;0;1;202212;202301;1;0;1;24,47
202212;3;35;353180;O;8411600;-1;231210;101;9;47;12,00;6;3;0;1;43;0;0;1;1191,60;2;0;1;202212;202301;1;0;1;19,86
202212;4;41;411520;Q;8630504;-1;422105;101;7;22;44,00;6;3;2;3;31;0;0;0;1340,43;1;0;1;202212;202301;1;0;5;1340,43
202212;4;42;420240;M;7020400;-1;784205;111;5;35;44,00;6;3;0;1;40;0;1;0;1579,60;1;0;1;202212;202301;1;0;1;7,18
202212;1;15;150240;R;9313100;-1;422105;101;7;20;44,00;3;1;0;1;31;0;0;0;1212,00;4;0;1;202212;202301;1;0;5;1212,00
202212;3;35;353180;O;8411600;-1;231310;101;9;48;24,00;1;1;0;1;43;0;0;1;2419,20;2;0;1;202212;202301;1;0;1;20,16
202212;3;35;353470;I;5611203;1;513435;101;7;18;36,00;6;3;0;1;97;0;0;0;1398,28;5;0;1;202212;202301;1;0;5;1398,28
202212;3;35;353180;O;8411600;-1;231210;101;9;37;30,00;1;3;0;1;43;0;0;1;2979,00;2;0;1;202212;202301;1;0;1;19,86
202212;5;52;521930;F;4120400;1;715210;101;5;30;44,00;3;1;0;1;97;0;0;0;1570,00;2;0;1;202212;202301;1;0;5;1570,00
202212;3;35;353180;O;8411600;-1;231210;101;9;44;12,00;1;3;0;1;43;0;0;1;1372,20;2;0;1;202212;202301;1;0;1;22,87
202212;5;52;520870;I;5611203;1;513435;101;8;18;36,00;3;1;0;1;97;0;0;0;1116,00;5;0;1;202212;202301;1;0;1;6,20
202212;3;32;320390;A;134200;1;622020;101;7;27;44,00;3;1;2;3;97;0;0;0;1257,79;1;0;1;202212;202301;1;0;5;1257,79
202212;3;33;330455;N;8011101;-1;517330;101;6;22;44,00;2;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;2;29;291080;G;4744002;1;521125;101;7;40;44,00;6;1;0;1;97;0;0;0;1250,00;1;0;1;202212;202301;1;0;5;1250,00
202212;3;35;353180;O;8411600;-1;231210;101;9;38;12,00;3;3;0;1;43;0;0;1;1124,40;2;0;1;202212;202301;1;0;1;18,74
202212;2;28;280030;S;9511800;-1;312105;101;7;32;44,00;6;3;0;1;31;0;0;0;2307,58;8;0;1;202212;202301;1;0;5;2307,58
202212;3;35;353180;O;8411600;-1;231210;101;9;50;30,00;1;3;0;1;43;0;0;1;2626,50;2;0;1;202212;202301;1;0;1;17,51
202212;3;33;330455;N;8011101;-1;517330;101;7;31;44,00;1;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;3;35;350280;C;1412601;-1;761410;101;7;34;44,00;6;1;0;1;31;0;0;0;1700,00;3;0;1;202212;202301;1;0;5;1700,00
202212;3;35;355030;G;4712100;1;521140;101;7;29;44,00;6;3;0;1;97;0;0;0;1521,62;4;0;1;202212;202301;1;0;5;1521,62
202212;3;35;352590;C;1412601;-1;763110;101;7;61;44,00;1;1;0;1;31;0;0;9;;3;0;1;202212;202301;1;0;99;
202212;5;51;510760;F;4120400;1;724205;101;7;24;44,00;6;1;0;1;97;0;0;0;2300,00;1;0;1;202212;202301;1;0;5;2300,00
202212;3;35;354340;I;5611201;1;513205;101;7;23;44,00;1;3;0;1;97;0;0;0;1720,40;4;0;1;202212;202301;1;0;5;1720,40
202212;3;35;355030;M;6920601;-1;413110;101;7;28;44,00;1;3;0;1;43;0;0;0;2500,00;5;0;1;202212;202301;1;0;5;2500,00
202212;3;35;353180;O;8411600;-1;231210;101;9;47;38,00;3;3;0;1;43;0;0;0;3773,40;2;0;1;202212;202301;1;0;1;19,86
202212;3;35;352720;G;4623106;-1;784205;101;6;24;44,00;6;3;0;1;32;0;0;0;1300,00;2;0;1;202212;202301;1;0;5;1300,00
202212;3;35;353180;O;8411600;-1;231335;101;9;27;36,00;3;3;0;1;43;0;0;0;4116,60;2;0;1;202212;202301;1;0;1;22,87
202212;1;15;150140;A;230600;-1;632125;101;4;31;48,10;3;1;0;1;31;0;0;0;1350,00;1;0;1;202212;202301;1;0;5;1350,00
202212;4;42;420200;G;4729699;-1;521110;101;7;39;44,00;6;1;0;1;40;0;0;9;,00;2;0;1;202212;202301;1;0;5;,00
202212;3;35;353180;O;8411600;-1;231340;101;9;44;36,00;1;3;0;1;43;0;0;0;4116,60;2;0;1;202212;202301;1;0;1;22,87
202212;1;15;150506;A;151201;-1;623115;101;2;34;44,00;3;1;2;3;40;0;0;0;2000,00;1;0;1;202212;202301;1;0;5;2000,00
202212;2;25;250750;S;9602501;-1;516120;101;7;21;48,00;1;3;0;1;43;0;0;0;1500,00;1;0;1;202212;202301;1;0;5;1500,00
202212;3;31;314330;G;4744099;-1;521110;101;7;27;44,00;3;1;0;1;31;0;0;0;1374,10;2;0;1;202212;202301;1;0;5;1374,10
202212;3;33;330455;N;8011101;-1;517330;101;7;22;44,00;3;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;3;35;353180;O;8411600;-1;231105;101;7;50;24,00;1;3;0;1;43;0;0;1;2068,98;2;0;1;202212;202301;1;0;5;2068,98
202212;3;35;351440;N;8111700;1;422105;101;9;37;44,00;3;3;0;1;97;0;0;0;1551,57;9;0;1;202212;202301;1;0;5;1551,57
202212;3;35;353180;O;8411600;-1;231210;101;9;41;38,00;3;3;0;1;43;0;0;0;3326,90;2;0;1;202212;202301;1;0;1;17,51
202212;2;24;240325;G;4781400;1;521140;101;7;23;44,00;3;1;0;1;97;0;0;0;1212,00;1;0;1;202212;202301;1;0;5;1212,00
202212;3;35;354870;G;4729699;1;325205;101;7;24;44,00;6;1;0;1;97;0;0;0;2000,00;5;0;1;202212;202301;1;0;5;2000,00
202212;3;31;311860;Q;8640202;-1;515215;101;80;27;44,00;6;3;0;1;40;0;0;0;2625,00;7;0;1;202212;202301;1;0;5;2625,00
202212;3;35;352270;I;5611203;1;513405;101;7;23;44,00;1;3;0;1;97;0;0;0;1399,00;1;0;1;202212;202301;1;0;5;1399,00
202212;5;53;530010;I;5611201;-1;252305;101;7;20;40,00;1;3;0;1;31;0;0;0;1308,96;2;0;1;202212;202301;1;0;5;1308,96
202212;5;53;530010;R;9001906;1;262105;101;7;26;44,00;6;3;0;1;97;0;0;0;2100,00;1;0;1;202212;202301;1;0;5;2100,00
202212;3;31;311860;G;4755502;-1;784205;101;7;35;44,00;6;3;0;1;31;0;0;0;1266,94;1;0;1;202212;202301;1;0;5;1266,94
202212;4;43;431680;J;6319400;1;354140;101;8;21;44,00;3;3;0;1;97;0;0;0;1721,74;5;0;1;202212;202301;1;0;5;1721,74
202212;2;27;270430;N;8220200;-1;422310;101;1;42;36,00;6;3;0;1;31;0;0;0;1212,00;10;0;1;202212;202301;1;0;5;1212,00
202212;3;35;353180;O;8411600;-1;231330;101;9;54;12,00;1;1;0;1;43;0;0;1;1209,60;2;0;1;202212;202301;1;0;1;20,16
202212;3;35;355030;F;4120400;-1;717020;101;7;19;44,00;1;1;0;1;43;0;0;0;1921,00;1;0;1;202212;202301;1;0;5;1921,00
202212;5;51;510263;A;161001;-1;142105;101;7;61;44,00;6;1;0;1;40;0;0;0;2612,50;4;0;1;202212;202301;1;0;5;2612,50
202212;2;29;291920;F;4120400;-1;717020;101;7;27;40,00;6;1;0;1;31;0;0;0;1242,98;1;0;1;202212;202301;1;0;5;1242,98
202212;3;32;320332;G;4711302;-1;784105;101;7;32;44,00;1;1;0;1;31;0;0;0;1370,50;6;0;1;202212;202301;1;0;5;1370,50
202212;2;21;211130;M;7119703;-1;862150;101;7;43;41,58;3;1;0;1;31;0;0;0;2000,00;6;0;1;202212;202301;1;0;5;2000,00
202212;3;35;353180;O;8411600;-1;231105;101;9;41;24,00;1;3;0;1;43;0;0;1;2068,98;2;0;1;202212;202301;1;0;5;2068,98
202212;3;33;330455;L;6821802;1;411005;101;7;73;40,00;1;3;0;1;97;0;0;0;1300,00;1;0;1;202212;202301;1;0;5;1300,00
202212;4;41;411520;J;6190601;1;411010;101;2;35;44,00;6;3;0;1;97;0;0;0;7087,22;5;0;1;202212;202301;1;0;5;7087,22
202212;3;31;310620;I;5611203;1;513435;101;5;26;44,00;3;3;0;1;97;0;0;0;1338,00;1;0;1;202212;202301;1;0;5;1338,00
202212;3;35;350600;N;8220200;-1;421310;101;7;26;34,00;6;1;0;1;40;0;0;0;1144,67;4;0;1;202212;202301;1;0;5;1144,67
202212;2;22;221100;G;4713002;-1;521110;101;8;32;44,00;1;3;0;1;31;0;0;0;1600,00;1;0;1;202212;202301;1;0;5;1600,00
202212;2;24;240810;G;4520001;-1;519935;101;6;23;40,00;2;1;0;1;31;0;0;0;1235,00;1;0;1;202212;202301;1;0;5;1235,00
202212;1;15;150080;N;8121400;-1;514320;101;7;36;44,00;6;1;0;1;31;0;0;9;;7;0;1;202212;202301;1;0;99;
202212;4;42;421120;P;8511200;-1;331105;101;9;29;44,00;6;3;0;1;43;0;0;9;;1;0;1;202212;202301;1;0;99;
202212;3;35;354995;N;8129000;1;514320;101;7;36;44,00;3;3;0;1;97;0;0;0;1384,64;9;0;1;202212;202301;1;0;5;1384,64
202212;1;13;130260;F;4211101;-1;715140;101;7;33;44,00;3;1;0;4;31;0;0;0;1800,00;1;0;1;202212;202301;1;0;5;1800,00
202212;3;33;330240;B;910600;1;911305;101;7;32;38,50;1;1;0;1;97;0;0;0;3314,38;8;0;1;202212;202301;1;0;5;3314,38
202212;3;35;355030;I;5590603;-1;514320;101;6;37;44,00;1;3;0;1;43;0;0;0;1800,00;2;0;1;202212;202301;1;0;5;1800,00
202212;2;26;261160;P;8513900;-1;231205;101;7;26;22,00;6;3;0;1;40;0;0;1;2383,50;5;0;1;202212;202301;1;0;5;2383,50
202212;4;43;430510;I;5611203;-1;513505;101;7;26;44,00;6;3;0;1;43;0;0;0;1535,60;2;0;1;202212;202301;1;0;5;1535,60
202212;2;23;230765;J;6209100;1;214005;101;8;25;40,00;3;1;0;1;97;0;0;0;3400,00;5;0;1;202212;202301;1;0;5;3400,00
202212;4;42;420460;C;1412601;-1;763210;101;6;32;44,00;6;3;0;1;40;0;0;0;1748,21;5;0;1;202212;202301;1;0;5;1748,21
202212;2;29;291955;G;4744001;-1;414105;101;7;18;44,00;6;1;0;1;40;0;0;0;1350,00;1;0;1;202212;202301;1;0;5;1350,00
202212;3;35;353180;O;8411600;-1;231335;101;9;26;21,00;6;3;0;1;43;0;0;1;2401,35;2;0;1;202212;202301;1;0;1;22,87
202212;5;53;530010;I;5611203;1;513435;101;6;18;36,00;3;3;0;1;97;0;0;0;1071,00;5;0;1;202212;202301;1;0;1;5,95
202212;3;35;353180;O;8411600;-1;231330;101;9;43;35,00;3;3;0;1;43;0;0;0;4002,25;2;0;1;202212;202301;1;0;1;22,87
202212;2;27;270430;N;8112500;-1;123105;101;7;34;44,00;6;1;0;1;31;0;0;0;1230,00;2;0;1;202212;202301;1;0;5;1230,00
202212;2;26;261130;C;3104700;-1;763010;101;5;33;44,00;6;3;0;1;31;0;0;0;1115,05;6;0;1;202212;202301;1;0;5;1115,05
202212;2;26;261160;M;6912500;-1;424125;101;7;55;44,00;3;3;2;3;31;0;0;9;;1;0;1;202212;202301;1;0;99;
202212;3;35;354850;P;8513900;-1;231315;101;9;51;8,00;1;3;0;1;31;0;0;1;1011,20;5;0;1;202212;202301;1;0;1;25,28
202212;2;24;240810;F;4120400;1;717020;101;2;24;44,00;3;1;0;4;97;0;0;0;1285,68;1;0;1;202212;202301;1;0;5;1285,68
202212;3;32;320390;A;134200;1;622020;101;7;20;44,00;6;1;2;3;97;0;0;0;1257,79;4;0;1;202212;202301;1;0;5;1257,79
202212;3;35;353180;O;8411600;-1;231210;101;9;53;12,00;1;3;0;1;43;0;0;1;1124,40;2;0;1;202212;202301;1;0;1;18,74
202212;2;24;241200;N;8220200;-1;422310;101;7;44;36,00;1;1;0;1;32;0;0;0;1212,00;10;0;1;202212;202301;1;0;5;1212,00
202212;3;35;353180;O;8411600;-1;231210;101;9;28;30,00;3;3;0;1;43;0;0;1;2979,00;2;0;1;202212;202301;1;0;1;19,86
202212;3;31;317010;P;8599699;-1;234616;101;9;26;4,00;6;3;0;1;31;0;0;0;500,00;3;0;1;202212;202301;1;0;1;25,00
202212;3;31;313670;P;8513900;-1;331105;101;9;41;56,00;6;3;0;1;40;0;0;0;7624,40;7;0;1;202212;202301;1;0;1;27,23
202212;2;26;260790;E;3811400;-1;782510;101;7;41;44,00;3;1;0;1;31;0;0;0;2089,02;10;0;1;202212;202301;1;0;5;2089,02
202212;2;29;290850;C;2542000;1;717020;101;7;45;44,00;6;1;0;1;97;0;0;0;1310,00;1;0;1;202212;202301;1;0;5;1310,00
202212;3;35;353180;O;8411600;-1;234664;101;9;49;30,00;1;3;0;1;43;0;0;1;3235,50;2;0;1;202212;202301;1;0;1;21,57
202212;3;35;353180;O;8411600;-1;231210;101;9;43;12,00;1;3;0;1;43;0;0;1;1050,60;2;0;1;202212;202301;1;0;1;17,51
202212;3;31;315390;G;4712100;-1;514320;101;7;22;44,00;1;1;0;1;40;0;0;0;1318,04;1;0;1;202212;202301;1;0;5;1318,04
202212;3;35;351880;H;4930202;-1;782515;101;3;50;44,00;1;1;0;1;31;0;0;0;2346,12;2;0;1;202212;202301;1;0;5;2346,12
202212;3;35;353180;O;8411600;-1;231210;101;9;26;12,00;1;3;0;1;43;0;0;1;1050,60;2;0;1;202212;202301;1;0;1;17,51
202212;3;35;353180;O;8411600;-1;231210;101;9;47;12,00;3;3;0;1;43;0;0;1;1124,40;2;0;1;202212;202301;1;0;1;18,74
202212;3;33;330390;G;4771701;-1;521140;101;7;31;44,00;6;1;0;1;31;0;0;0;1600,00;3;0;1;202212;202301;1;0;5;1600,00
202212;4;41;410940;A;230600;-1;621005;101;7;36;44,00;1;1;2;3;31;0;0;0;1617,00;1;0;1;202212;202301;1;0;5;1617,00
202212;3;35;353180;O;8411600;-1;231210;101;9;36;12,00;1;3;0;1;43;0;0;1;1050,60;2;0;1;202212;202301;1;0;1;17,51
202212;3;35;355030;F;4120400;-1;717020;101;7;21;44,00;3;1;0;1;31;0;0;0;1749,00;1;0;1;202212;202301;1;0;5;1749,00
202212;5;53;530010;C;2229303;-1;784205;101;7;21;44,00;6;1;0;1;40;0;0;0;1307,00;4;0;1;202212;202301;1;0;5;1307,00
202212;3;35;355030;J;5912002;1;374405;101;9;28;44,00;1;1;0;1;97;0;0;0;5000,00;2;0;1;202212;202301;1;0;5;5000,00
202212;3;31;317020;A;161003;-1;641010;101;7;25;44,00;3;1;0;1;40;0;0;0;1553,42;1;0;1;202212;202301;1;0;5;1553,42
202212;3;33;330020;H;5229002;-1;782515;101;7;36;44,00;6;1;0;1;31;0;0;0;1972,48;1;0;1;202212;202301;1;0;5;1972,48
202212;3;35;355030;I;5611203;1;513435;101;1;22;38,00;3;1;0;1;97;0;0;0;1046,73;5;0;1;202212;202301;1;0;5;1046,73
202212;3;33;330455;N;8011101;-1;517330;101;7;30;44,00;1;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;2;27;270430;Q;8630503;1;422110;101;7;24;44,00;6;1;0;1;97;0;0;0;1222,36;4;0;1;202212;202301;1;0;5;1222,36
202212;2;21;211130;G;4783101;-1;521110;101;8;29;44,00;2;3;0;1;40;0;0;0;1389,38;3;0;1;202212;202301;1;0;5;1389,38
202212;3;35;353180;O;8411600;-1;231210;101;9;45;30,00;3;3;0;1;43;0;0;1;2626,50;2;0;1;202212;202301;1;0;1;17,51
202212;3;33;330455;N;8011101;-1;517330;101;7;39;44,00;3;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;4;43;431750;A;111399;-1;621005;101;4;53;44,00;1;1;2;3;31;0;0;0;1560,00;2;0;1;202212;202301;1;0;5;1560,00
202212;3;35;353800;G;4721102;-1;513505;101;7;28;44,00;2;3;0;1;43;0;0;0;1737,11;4;0;1;202212;202301;1;0;5;1737,11
202212;3;35;353180;O;8411600;-1;231210;101;9;51;12,00;1;3;0;1;43;0;0;1;1191,60;2;0;1;202212;202301;1;0;1;19,86
202212;9;99;999999;A;119999;-1;783210;101;5;52;44,00;3;1;2;3;31;0;0;9;;1;0;1;202212;202301;1;0;99;
202212;3;35;352050;N;8211300;-1;252405;101;80;47;42,00;1;3;0;1;31;0;0;0;12643,78;9;0;1;202212;202301;1;0;5;12643,78
202212;4;41;410980;F;4399103;1;715210;101;2;37;,44;3;1;0;1;97;0;0;0;2303,40;2;0;1;202212;202301;1;0;5;2303,40
202212;3;35;353180;O;8411600;-1;231210;101;9;26;12,00;1;1;0;1;43;0;0;1;1209,60;2;0;1;202212;202301;1;0;1;20,16
202212;3;35;353180;O;8411600;-1;231310;101;9;44;39,00;3;3;0;1;43;0;0;0;3931,20;2;0;1;202212;202301;1;0;1;20,16
202212;1;11;110015;S;9430800;-1;516210;101;7;32;44,00;2;3;0;1;40;0;0;0;1212,00;4;0;1;202212;202301;1;0;5;1212,00
202212;3;31;311860;Q;8640202;-1;515215;101;9;30;44,00;3;3;0;1;31;0;0;9;;7;0;1;202212;202301;1;0;99;
202212;3;32;320500;J;6190601;-1;524105;101;6;37;45,00;2;3;0;1;43;0;0;0;1352,00;4;0;1;202212;202301;1;0;5;1352,00
202212;3;35;354580;M;7120100;1;411010;101;8;27;30,00;6;3;0;1;97;0;0;0;1000,00;2;0;1;202212;202301;1;0;5;1000,00
202212;3;35;355030;N;8291100;-1;422310;101;7;34;36,00;2;3;0;1;31;0;0;0;1216,16;10;0;1;202212;202301;1;0;5;1216,16
202212;3;35;352620;G;4634601;-1;848510;101;7;25;44,00;1;1;0;1;40;0;0;0;1731,58;3;0;1;202212;202301;1;0;5;1731,58
202212;3;35;353180;O;8411600;-1;231210;101;9;44;12,00;3;3;0;1;43;0;0;1;1191,60;2;0;1;202212;202301;1;0;1;19,86
202212;1;15;150680;G;4633801;1;414215;101;7;37;44,00;3;3;0;1;97;0;0;0;1576,92;3;0;1;202212;202301;1;0;5;1576,92
202212;5;50;500270;F;4330403;-1;716405;101;7;39;44,00;6;1;0;1;31;0;0;0;1615,00;3;0;1;202212;202301;1;0;5;1615,00
202212;2;23;230765;J;6209100;1;521115;101;8;32;40,00;3;3;0;1;97;0;0;0;2500,00;5;0;1;202212;202301;1;0;5;2500,00
202212;3;35;353180;O;8411600;-1;234664;101;9;51;20,00;1;3;0;1;43;0;0;1;2287,00;2;0;1;202212;202301;1;0;1;22,87
202212;3;31;310620;N;8020001;1;521110;101;9;34;44,00;3;1;0;1;97;0;0;0;3000,00;9;0;1;202212;202301;1;0;5;3000,00
202212;3;35;355030;F;4329199;-1;715505;101;6;29;44,00;1;1;0;1;31;0;0;0;2288,40;3;0;1;202212;202301;1;0;5;2288,40
202212;3;35;353180;O;8411600;-1;231210;101;9;41;12,00;3;3;0;1;43;0;0;1;1124,40;2;0;1;202212;202301;1;0;1;18,74
202212;3;33;330455;N;8011101;-1;517330;101;2;48;44,00;2;1;0;1;43;0;0;0;1662,20;10;0;1;202212;202301;1;0;5;1662,20
202212;3;35;350390;I;5611201;1;513605;101;4;51;44,00;1;1;0;1;97;0;0;0;2000,00;1;0;1;202212;202301;1;0;5;2000,00
202212;3;35;353180;O;8411600;-1;231210;101;9;45;12,00;1;3;0;1;43;0;0;1;1050,60;2;0;1;202212;202301;1;0;1;17,51
202212;1;15;150240;G;4744001;1;521105;101;7;31;44,00;6;3;0;1;97;0;0;0;1734,00;4;0;1;202212;202301;1;0;5;1734,00
202212;3;33;330415;B;910600;-1;514325;111;7;23;44,00;6;1;0;1;31;0;1;9;;7;0;1;202212;202301;1;0;99;
202212;5;51;510760;F;4120400;1;724205;101;7;35;44,00;6;1;0;1;97;0;0;0;2300,00;1;0;1;202212;202301;1;0;5;2300,00
202212;3;31;317020;C;2511000;-1;717020;101;7;42;44,00;2;1;0;1;31;0;0;9;;3;0;1;202212;202301;1;0;99;
202212;2;28;280030;S;9511800;-1;314110;101;7;35;44,00;1;1;0;1;31;0;0;0;2756,29;8;0;1;202212;202301;1;0;5;2756,29
202212;3;35;355030;I;5611203;1;513435;101;7;21;34,00;6;1;0;1;97;0;0;0;936,55;5;0;1;202212;202301;1;0;5;936,55
202212;4;41;410690;I;5611203;-1;141205;101;7;26;40,00;6;1;0;1;90;0;0;0;1585,00;1;0;1;202212;202301;1;0;5;1585,00
202212;3;35;355030;G;4712100;-1;521140;101;7;44;44,00;6;3;0;1;43;0;0;0;1700,00;3;0;1;202212;202301;1;0;5;1700,00
202212;3;31;313840;C;3299099;-1;521110;101;5;20;44,00;1;3;0;1;31;0;0;0;1337,22;3;0;1;202212;202301;1;0;5;1337,22
202212;5;51;510269;A;115600;-1;621005;101;4;32;44,00;3;1;2;3;31;0;0;0;1586,62;5;0;1;202212;202301;1;0;5;1586,62
202212;2;29;292740;C;3102100;-1;411010;101;6;21;44,00;1;3;0;1;31;0;0;0;1421,31;9;0;1;202212;202301;1;0;5;1421,31
202212;3;31;310620;N;8220200;-1;422310;101;7;35;36,00;6;3;0;1;40;0;0;0;1212,00;9;0;1;202212;202301;1;0;5;1212,00
202212;5;52;521930;F;4120400;1;717020;101;9;40;44,00;2;1;0;1;97;0;0;0;1212,00;2;0;1;202212;202301;1;0;5;1212,00
202212;3;35;353180;O;8411600;-1;231210;101;9;39;30,00;1;3;0;1;43;0;0;1;2979,00;2;0;1;202212;202301;1;0;1;19,86
202212;3;35;353180;O;8411600;-1;231210;101;9;47;12,00;1;3;0;1;43;0;0;1;1050,60;2;0;1;202212;202301;1;0;1;17,51
202212;4;41;410940;I;5611203;1;513435;101;7;34;24,00;1;3;0;1;97;0;0;1;909,49;5;0;1;202212;202301;1;0;5;909,49
202212;1;14;140047;C;1011201;-1;848520;101;7;34;44,00;3;1;0;1;31;0;0;0;2186,37;3;0;1;202212;202301;1;0;5;2186,37
202212;3;31;310620;N;8111700;-1;517420;101;7;23;44,00;6;1;0;1;31;0;0;9;;2;0;1;202212;202301;1;0;99;
202212;5;53;530010;N;7732201;-1;715115;101;7;31;44,00;3;1;0;1;31;0;0;0;3215,93;2;0;1;202212;202301;1;0;5;3215,93
202212;1;15;150530;P;8512100;-1;331110;101;9;31;44,00;3;3;0;1;31;0;0;9;;5;0;1;202212;202301;1;0;99;
202212;2;21;210005;G;4781400;-1;521110;101;7;22;44,00;3;3;0;1;31;0;0;0;1316,80;2;0;1;202212;202301;1;0;5;1316,80
202212;4;43;431440;C;1031700;-1;784205;101;4;30;44,00;2;3;0;1;43;0;0;0;1643,40;6;0;1;202212;202301;1;0;1;7,47
202212;1;13;130260;M;7020400;-1;515110;101;5;26;44,00;3;1;0;1;31;0;0;0;1331,87;2;0;1;202212;202301;1;0;5;1331,87
202212;3;35;352380;A;161099;1;623110;101;7;20;44,00;6;1;0;1;97;0;0;0;1560,00;1;0;1;202212;202301;1;0;2;52,00
202212;2;29;290850;C;2542000;1;724410;101;7;59;44,00;6;1;0;1;97;0;0;0;2280,00;1;0;1;202212;202301;1;0;5;2280,00
202212;4;43;431490;N;8211300;-1;514320;101;7;24;40,00;6;3;0;1;43;0;0;0;1194,63;1;0;1;202212;202301;1;0;5;1194,63
202212;2;27;270430;G;4782201;-1;414105;101;7;21;44,00;6;1;0;1;31;0;0;0;1250,00;5;0;1;202212;202301;1;0;5;1250,00
202212;4;41;412080;N;7820500;1;783210;106;7;36;44,00;6;1;0;1;97;0;0;0;2200,00;1;0;1;202212;202301;1;0;1;10,00
202212;3;35;351880;C;1093701;-1;784205;101;7;27;44,00;6;1;0;1;32;0;0;0;1671,15;6;0;1;202212;202301;1;0;5;1671,15
202212;3;35;355030;J;6201501;-1;142335;101;9;30;40,00;1;1;0;1;31;0;0;0;12000,00;8;0;1;202212;202301;1;0;5;12000,00
202212;3;35;353760;H;4929901;-1;782405;101;5;48;44,00;3;1;0;1;31;0;0;0;2936,64;7;0;1;202212;202301;1;0;5;2936,64
202212;3;35;354340;G;4781400;1;414140;101;7;24;44,00;6;1;0;1;97;0;0;0;1809,00;3;0;1;202212;202301;1;0;5;1809,00
202212;2;29;291080;G;4752100;-1;421125;101;7;24;44,00;6;3;0;1;31;0;0;0;1473,20;3;0;1;202212;202301;1;0;5;1473,20
202212;3;31;310260;N;8291100;-1;411050;101;7;19;42,50;1;3;0;1;31;0;0;0;1370,05;2;0;1;202212;202301;1;0;5;1370,05
202212;2;23;230440;F;4221902;1;951105;101;7;30;44,00;6;1;0;1;97;0;0;0;2400,00;7;0;1;202212;202301;1;0;5;2400,00
202212;4;43;431440;N;8230001;-1;521115;101;7;32;44,00;2;3;0;1;31;0;0;9;;7;0;1;202212;202301;1;0;99;
202212;3;35;353180;O;8411600;-1;231335;101;9;48;39,00;1;3;0;1;43;0;0;0;3931,20;2;0;1;202212;202301;1;0;1;20,16
202212;3;35;355030;K;6622300;-1;521115;101;7;33;44,00;1;3;0;1;31;0;0;9;;1;0;1;202212;202301;1;0;99;
202212;3;31;317080;A;151201;-1;623110;101;2;38;44,00;3;1;2;3;31;0;0;0;1818,00;2;0;1;202212;202301;1;0;5;1818,00
202212;3;35;355030;M;6912500;1;411025;101;7;28;41,30;1;3;2;3;97;0;0;0;1400,00;1;0;1;202212;202301;1;0;5;1400,00
202212;3;35;350570;S;9521500;-1;911205;101;7;30;44,00;3;1;0;1;31;0;0;0;2131,22;8;0;1;202212;202301;1;0;5;2131,22
202212;3;33;330455;G;4713004;-1;521110;101;7;25;44,00;1;3;0;1;43;0;0;0;1334,00;5;0;1;202212;202301;1;0;5;1334,00
202212;3;35;353180;O;8411600;-1;231210;101;9;46;12,00;3;1;0;1;43;0;0;1;1372,20;2;0;1;202212;202301;1;0;1;22,87
202212;5;53;530010;R;9001906;1;422205;101;7;29;36,00;6;3;0;1;97;0;0;0;1212,00;1;0;1;202212;202301;1;0;5;1212,00
202212;3;35;350570;G;4711302;1;521110;101;7;23;44,00;1;3;0;1;97;0;0;0;1716,00;3;0;1;202212;202301;1;0;5;1716,00
202212;1;15;150150;C;1031700;-1;411005;101;7;31;44,00;3;3;0;1;31;0;0;0;1500,00;3;0;1;202212;202301;1;0;5;1500,00
202212;3;35;351860;A;161003;1;621005;101;7;34;44,00;6;1;0;1;97;0;0;0;1650,00;2;0;1;202212;202301;1;0;5;1650,00
